id,imdb_id,popularity,budget,revenue,original_title,cast,homepage,director,tagline,keywords,overview,runtime,genres,production_companies,release_date,vote_count,vote_average,release_year,budget_adj,revenue_adj
217993,tt3060952,0.72546,3500000,5155325,Justice League: War,Michelle Monaghan|Alan Tudyk|Sean Astin|Shemar Moore|Christopher Gorham,http://www.dccomics.com/movies/justice-league-war-2014,Jay Oliva,A time when heroes became legends.,dc comics|based on comic book|superhero team|super powers,"The world is under attack by an alien armada led by the powerful Apokoliptian, Darkseid. A group of superheroes consisting of Superman, Batman, Wonder Woman, The Flash, Green Lantern, Cyborg, and Shazam must set aside their differences and gather together to defend Earth.",79,Animation,DC Comics|Warner Bros. Animation|DC Entertainment,2/2/14,141,7,2014,3223818.6777001,4748523.72131837
157834,tt2333804,0.722877,8500000,770706,The Zero Theorem,Christoph Waltz|David Thewlis|MÃ©lanie Thierry|Lucas Hedges|Matt Damon,http://www.thezerotheorem-movie.com,Terry Gilliam,Nothing is Everything,virtual reality|dystopia|computer,"A computer hacker's goal to discover the reason for human existence continually finds his work interrupted thanks to the Management; this time, they send a teenager and lusty love interest to distract him.",107,Drama|Fantasy|Science Fiction,Le Pacte|Zanuck Independent|Voltage Pictures|MediaPro Pictures|Zephyr Films,1/2/14,232,5.7,2014,7829273.9315574,709890.399375868
253306,tt3504048,0.722464999999999,0,0,Housebound,Morgana O'Reilly|Rima Te Wiata|Glen-Paul Waru|Cameron Rhodes|Millen Baird,http://www.houseboundthemovie.com/,Gerard Johnstone,Terror Gets Domesticated,haunted house|superstition|horror movie|home detention,"When Kylie Bucknell is sentenced to home detention, she's forced to come to terms with her unsociable behaviour, her blabbering mother and a hostile spirit who seems less than happy about the new living arrangement.",109,Horror|Comedy|Thriller,Semi-Professional,9/4/14,217,6.4,2014,0,0
288281,tt2180994,0.716104,0,0,A Good Marriage,Joan Allen|Anthony LaPaglia|Stephen Lang|Cara Buono|Kristen Connolly,,Peter Askin,Two Can Keep A Secret... If One Of Them Is Dead.,series of murders,"After 25 years of a good marriage, what will Darcy do once she discovers her husband's sinister secret?",103,Thriller,Reno Productions,10/3/14,66,5.3,2014,0,0
232679,tt2247476,0.714661,15000000,30127963,When the Game Stands Tall,Jim Caviezel|Michael Chiklis|Laura Dern|Clancy Brown|Ser'Darius Blain,,Thomas Carter,"Its Not How Hard You Fall, Its How You Get Back Up",american football|sport|high school american football,A young coach turns a losing high school football program around to go undefeated for 12 consecutive seasons.,115,Drama,Mandalay Pictures|Affirm Films,8/22/14,94,6.2,2014,13816365.7615718,27750597.0972736
260202,tt2904608,0.708006,0,0,Turks & Caicos,Bill Nighy|Christopher Walken|Winona Ryder|Ralph Fiennes|Helena Bonham Carter,,David Hare,,sequel|suspense|made for television|mi5|caribbean island,"The second movie in David Hare's Johnny Worricker trilogy. Loose-limbed spy Johnny Worricker, last seen whistleblowing at MI5 in Page Eight, has a new life. He is hiding out in Ray-Bans on the Caribbean islands of the title, eating lobster and calling himself Tom Eliot (heâ€™s a poet at heart). Weâ€™re drawn into his world and his predicament when Christopher Walken strolls in as a shadowy American who claims to know Johnny. The encounter forces him into the company of some ambiguous American businessmen who claim to be on the islands for a conference on the global financial crisis. When one of them falls in the sea, their financial PR seems to know more than she's letting on. Worricker soon learns the extent of their shady activities and he must act quickly to survive when links to British prime minister Alec Beasley come to light.",95,Thriller|Drama|Action|Mystery,BBC Films|Carnival Films|Heyday Films|Masterpiece|Beagle Pug Films,3/20/14,24,6.3,2014,0,0
256835,tt3473654,0.707208,0,0,Toy Story That Time Forgot,Tom Hanks|Tim Allen|Joan Cusack|Kristen Schaal|Wallace Shawn,,Steve Purcell,,toy|pixar animated short|toy story,"During a post-Christmas play date, the gang find themselves in uncharted territory when the coolest set of action figures ever turn out to be dangerously delusional. It's all up to Trixie, the triceratops, if the gang hopes to return to Bonnie's room in this Toy Story That Time Forgot.",22,Animation|Family,Pixar Animation Studios,12/2/14,169,6.9,2014,0,0
293299,tt3689498,0.7057,0,0,Feast,Tommy Snider|Katie Lowes|Ben Bledsoe|Stephen Apostolina|Kirk Baily,,Patrick Osborne,Pet is not just a pet,cake|pixar animated short|food|dog|organic food,"This Oscar-winning animated short film tells the story of one man's love life as seen through the eyes of his best friend and dog, Winston, and revealed bite by bite through the meals they share.",6,Romance|Comedy|Animation|Drama|Family,Walt Disney Animation Studios,11/7/14,318,8,2014,0,0
289891,tt3270108,0.704138,0,0,Jackie & Ryan,Katherine Heigl|Ben Barnes|Clea DuVall|Sheryl Lee|Emily Alyn Lind,http://www.jackieandryanfilm.com/,Ami Canaan Mann,Sometimes they stay. Sometimes they go.,woman director,A modern day train hopper fighting to be a successful musician and a single mom battling to maintain custody of her daughter defy their circumstances by coming together in a relationship that may change each others lives forever.,90,Drama,,9/1/14,24,5.5,2014,0,0
270302,tt2717860,0.699699,0,2146041,The Riot Club,Max Irons|Sam Claflin|Douglas Booth|Holliday Grainger|Jessica Brown Findlay,,Lone Scherfig,"Filthy Rich, Spoilt Rotten",england|alcohol|college|based on play|wealthy,"Two first-year students at Oxford University join the infamous Riot Club, where reputations can be made or destroyed over the course of a single evening.",107,Drama|Thriller,HanWay Films|British Film Institute (BFI)|Blueprint Pictures,9/19/14,238,5.9,2014,0,1976699.15968863
251852,tt2396721,0.691851,0,0,The Scribbler,Katie Cassidy|Eliza Dushku|Sasha Grey|Michelle Trachtenberg|Gina Gershon,,John Suits,Unzip your head,based on graphic novel|multiple personality|psychiatric,"Suki is a young woman confronting her destructive mental illness using ""The Siamese Burn,"" an experimental machine designed to eliminate multiple personalities. The closer Suki comes to being ""cured,"" she's haunted by a thought... what if the last unwanted identity turns out to be her?",88,Thriller,New Artists Alliance|Caliber Media Company|NightSky Productions,9/19/14,28,4.3,2014,0,0
215211,tt2095649,0.688635,30000000,0,Grace of Monaco,Nicole Kidman|Milo Ventimiglia|Paz Vega|Tim Roth|Parker Posey,,Olivier Dahan,,monaco|prince|reference to princess grace of monaco,"The story of former Hollywood star Grace Kelly's crisis of marriage and identity, during a political dispute between Monaco's Prince Rainier III and France's Charles De Gaulle, and a looming French invasion of Monaco in the early 1960s.",103,Romance|Drama,Gaumont|TF1 Films Productions|Lucky Red|Canal+|uFilm,5/14/14,138,5.7,2014,27632731.5231437,0
177047,tt1464191,0.688179,2000000,48390,Decoding Annie Parker,Samantha Morton|Helen Hunt|Aaron Paul|Alice Eve|Maggie Grace,http://www.decodingannieparkerfilm.com/,Steven Bernstein,"Everyone thought they were crazy, until they proved everyone wrong.",infidelity|genetics|black comedy|cancer|dna testing,The lives of a breast-cancer patient and a researcher who is trying to prove a genetic link to cancer intersect in a groundbreaking study.,91,Drama,Media House Capital|Unified Pictures|Decoding Annie Parker|Ozymandias Productions,5/2/14,23,5.2,2014,1842182.10154291,44571.5959468309
276844,tt2785032,0.684152,0,0,The Little Death,Josh Lawson|Bojana NovakoviÄ‡|Damon Herriman|Kate Mulvany|Lisa McCune,,Josh Lawson,"A little weird, a little kinky, and a little twisted.",sexuality|fetish|couple|sexual experimentation|erotic fantasy,A comedy film that looks into the loosely connected lives of people with strange sexual fantasies. A woman with a dangerous fantasy and her partner's struggle to please her. A man who begins an affair with his own wife without her knowing anything about it. A couple struggling to keep things together after a sexual experiment spins out of control. A woman who can only find pleasure in her husband's pain. A call centre operator caught in the middle of a dirty and chaotic phone call. And the distractingly charming new neighbour who connects them all.,96,Drama|Comedy|Romance,Head Gear Films|Spectrum Films|See Pictures|Metrol Technology,6/13/14,99,6.2,2014,0,0
226448,tt2101569,0.680611,1000000,0,In Your Eyes,Zoe Kazan|Michael Stahl-David|Nikki Reed|Jennifer Grey|Mark Feuerstein,http://inyoureyesmovie.com,Brin Hill,,telepathy|new mexico|loneliness|ex-con|understated,"East Coast housewife Rebecca (Zoe Kazan) lives a comfortable, sheltered life, but she always knew there was something special about herself. Charismatic ex-con Dylan (Michael Stahl-David) has paid his debt to society and is ready for a fresh start in New Mexico, including a burgeoning flirtation with local good-time-gal Donna (Nikki Reed). When the two polar opposites realize they are strangely connected, an utterly unique metaphysical romance begins in Brin Hillâ€™s sweet and smart film, which star Zoe Kazan aptly described as â€œJoss Whedon does Nicholas Sparks.â€",105,Drama|Romance|Science Fiction,Night and Day Pictures|Bellwether Pictures,4/20/14,170,7.2,2014,921091.050771459,0
255268,tt2996648,0.678616,5500000,0,Bad Ass 2: Bad Asses,Danny Trejo|Danny Glover|Andrew Divoff|Jacqueline Obradors|Jonathan Lipnicki,http://www.TheyAreBadAss.com,Craig Moss,Your're never too old to kick ass.,vietnam veteran|murder|second part|inspired by true events,"Vietnam vet Frank Vega now runs an East L.A. community center where he trains young boxers to survive in and out of the ring. But when his prize student falls in with the wrong crowd and turns up dead, Frank teams up with his pal Bernie to take matters into their own fists and prove that justice never gets old.",91,Action,Silver Nitrate Films|Sense and Sensibility Ventures,4/8/14,57,5.7,2014,5066000.77924302,0
201086,tt2390237,0.676471,0,0,Cuban Fury,Chris O'Dowd|Ian McShane|Rashida Jones|Nick Frost|Rory Kinnear,,James Griffiths,All's fair in Love & Salsa,,"Beneath Bruce Garrett's under-confident, overweight exterior, the passionate heart of a salsa king lies dormant. Now, one woman is about to reignite his Latin fire.",98,Comedy,Big Talk Productions,2/14/14,86,5.8,2014,0,0
297596,tt1274586,0.671825,15000000,0,Dying of the Light,Nicolas Cage|Anton Yelchin|Alexander Karim|IrÃ¨ne Jacob|Aymen Hamdouchi,,Paul Schrader,,cia|retirement|espionage|terrorism,"Evan Lake, a veteran CIA agent, has been ordered to retire. But when his protÃ©gÃ© uncovers evidence that Lake's nemesis, the terrorist Banir, has resurfaced, Lake goes rogue, embarking on a perilous, intercontinental mission to eliminate his sworn enemy.",94,Thriller|Drama,TinRes Entertainment|Over Under Media,12/4/14,83,4.4,2014,13816365.7615718,0
193612,tt2235779,0.667732,200000,17834867,The Quiet Ones,Jared Harris|Sam Claflin|Olivia Cooke|Erin Richards|Rory Fleck-Byrne,,John Pogue,A shocking experiment. An unspeakable evil.,male nudity|female nudity|1970s|experiment|nudity,"A university student and some classmates are recruited to carry out a private experiment -- to create a poltergeist. Their subject: an alluring, but dangerously disturbed young woman. Their quest: to explore the dark energy that her damaged psyche might manifest. As the experiment unravels along with their sanity, the rogue PHD students, led by their determined professor, are soon confronted with a terrifying reality: they have triggered an unspeakable force with a power beyond all explanation.",98,Horror,Hammer Film Productions|Exclusive Media Group|Travelling Picture Show Company,4/1/14,147,5.1,2014,184218.210154291,16427536.3853992
242310,tt2401807,0.662295,21000000,0,Tokarev,Nicolas Cage|Aubrey Peeples|Rachel Nichols|Peter Stormare|Danny Glover,,Paco Cabezas,The past never stays dead,russian mafia|revenge|kidnapping|haunted by the past,"When the Russian mob kidnaps the daughter of a reformed criminal, he rounds up his old crew and seeks his own brand of justice.",98,Action|Crime|Thriller,Hannibal Pictures|Marco Polo Production|Patriot Pictures|Vocal Yokels,5/9/14,204,5.2,2014,19342912.0662006,0
157849,tt1972571,0.660405,15000000,31554855,A Most Wanted Man,Philip Seymour Hoffman|Rachel McAdams|Robin Wright|Daniel BrÃ¼hl|Willem Dafoe,,Anton Corbijn,,terror|muslim|intelligence|immigrant|torture,"When a half-Chechen, half-Russian, tortured half-to-death immigrant turns up in Hamburg's Islamic community, laying claim to his father's ill gotten fortune, both German and US security agencies take a close interest: as the clock ticks down and the stakes rise, the race is on to establish this most wanted man's true identity - oppressed victim or destruction-bent extremist?",121,Thriller,Senator Film Produktion|Lionsgate|FilmNation Entertainment|Film4|Demarest Films,7/25/14,393,6.3,2014,13816365.7615718,29064894.548891
284296,tt2784678,0.649574,0,25434291,Top Five,Chris Rock|Rosario Dawson|J.B. Smoove|Gabrielle Union|Romany Malco,http://www.topfivemovie.com/,Chris Rock,,comedian|interview|reporter|movie star|fiancÃ© fiancÃ©e relationship,A comedian tries to make it as a serious actor when his reality-TV star fiancÃ© talks him into broadcasting their wedding on her TV show.,102,Drama|Comedy,Paramount Pictures|IAC Film|Jax Media,12/12/14,152,6.2,2014,0,23427297.822817
239566,tt2473602,0.648465,0,31911598,Get on Up,Chadwick Boseman|Nelsan Ellis|Dan Aykroyd|Viola Davis|Lennie James,,Tate Taylor,The Funk Don't Quit,biography|james brown,A chronicle of James Brown's rise from extreme poverty to become one of the most influential musicians in history.,139,Drama|Music,Universal Studios|Imagine Films Entertainment|Jagged Films,8/1/14,105,6.3,2014,0,29393487.3336164
282813,tt2799166,0.646336999999999,6500000,13865435,The Pyramid,Ashley Hinshaw|Denis O'Hare|James Buckley|Christa Nicola|Amir K,,GrÃ©gory Levasseur,You Only Enter Once,monster|darkness|desert|archaeologist|lost,"A team of U.S. archaeologists unearths an ancient pyramid buried deep beneath the Egyptian desert. As they search the pyramid's depths, they become hopelessly lost in its dark and endless catacombs. Searching for a way out, they become desperate to seek daylight again. They come to realize they aren't just trapped, they are being hunted.",89,Horror,Fox International Productions|Sahara Productions|Silvatar Media,12/4/14,234,4.7,2014,5987091.83001448,12771328.0935533
184346,tt2377322,0.641676,30000000,0,Deliver Us from Evil,Eric Bana|Edgar RamÃ­rez|Olivia Munn|Joel McHale|Sean Harris,,Scott Derrickson,You haven't seen true evil,possessed|demon|occult|demonic possession,"New York police officer Ralph Sarchie investigates a series of crimes. He joins forces with an unconventional priest, schooled in the rites of exorcism, to combat the possessions that are terrorizing their city.",118,Thriller|Crime|Horror,Jerry Bruckheimer Films|Screen Gems|LStar Capital,7/1/14,474,6,2014,27632731.5231437,0
246860,tt2452254,0.635214,6600000,1554000,Clouds of Sils Maria,Juliette Binoche|Kristen Stewart|ChloÃ« Grace Moretz|Lars Eidinger|Brady Corbet,,Olivier Assayas,,suicide|divorce|gender ideals|actress,A veteran actress comes face-to-face with an uncomfortable reflection of herself when she agrees to take part in a revival of the play that launched her career 20 years earlier.,124,Drama,Pallas Film|CAB Productions|C.G. Cinema,8/20/14,173,6.8,2014,6079200.93509163,1431375.49289884
245916,tt1216491,0.632047999999999,5000000,2450846,Kill the Messenger,Jeremy Renner|Mary Elizabeth Winstead|Michael Sheen|Ray Liotta|Robert Patrick,,Michael Cuesta,Can you keep a National Secret?,biography,A reporter becomes the target of a vicious smear campaign that drives him to the point of suicide after he exposes the CIA's role in arming Contra rebels in Nicaragua and importing cocaine into California. Based on the true story of journalist Gary Webb.,112,Thriller|Crime|Drama|Mystery,The Combine|Bluegrass Films,10/9/14,247,6.5,2014,4605455.25385729,2257452.31741902
157832,tt2234003,0.631167,0,13287735,Calvary,Brendan Gleeson|Chris O'Dowd|Kelly Reilly|Aidan Gillen|Dylan Moran,,John Michael McDonagh,,,"After he is threatened during a confession, a good-natured priest must battle the dark forces closing in around him.",100,Drama,Octagon Films|Irish Film Board|Reprisal Films|Lipsync Productions,4/11/14,209,7,2014,0,12239213.7935227
273271,tt2669336,0.628637,0,0,Time Lapse,Danielle Panabaker|Matt O'Leary|George Finn|John Rhys-Davies|Amin Joseph,http://www.timelapse-themovie.com/,Bradley King,"Once you see the future, you can't look away.",gambling|future|time travel|gambling debts|photography,"Three friends discover a mysterious machine that takes pictures 24 hours into the future and conspire to use it for personal gain, until disturbing and dangerous images begin to develop.",104,Thriller|Science Fiction,Uncooperative Pictures|XLrator Media|Royal Pictures,5/24/14,198,6.3,2014,0,0
245906,tt1767372,0.623706,0,111996,Sheâ€™s Funny That Way,Owen Wilson|Imogen Poots|Kathryn Hahn|Will Forte|Rhys Ifans,,Peter Bogdanovich,"The question is, Who is doing Who?",infidelity|new york city|screwball comedy|escort|theater,"On the set of a playwright's new project, a love triangle forms between his wife, her ex-lover, and the call girl-turned-actress cast in the production.",93,Comedy,Lagniappe Films,10/27/14,162,5.7,2014,0,103158.5133222
246741,tt3416742,0.622166,0,0,What We Do in the Shadows,Taika Waititi|Jemaine Clement|Jonathan Brugh|Cori Gonzalez-Macuer|Stuart Rutherford,http://whatwedointheshadows.com/,Jemaine Clement|Taika Waititi,,new zealand|vampire|blood|mockumentary|zombies,"Follow the lives of Viago, Deacon, and Vladislav - three flatmates who are just trying to get by and overcome life's obstacles - like being immortal vampires who must feast on human blood. Hundreds of years old, the vampires are finding that beyond sunlight catastrophes, hitting the main artery, and not being able to get a sense of their wardrobe without a reflection, modern society has them struggling with the mundane like paying rent, keeping up with the chore wheel, trying to get into nightclubs, and overcoming flatmate conflicts.",86,Comedy|Horror,Unison Films|Defender Films|Funny or Die,6/19/14,490,7.2,2014,0,0
276902,tt1661820,0.621645,5000000,0,Cut Bank,Liam Hemsworth|Teresa Palmer|John Malkovich|Bruce Dern|Billy Bob Thornton,,Matt Shakman,Good Folks. Bad Deeds.,montana|secret|witness|video|murder,"25 year-old Dwayne McLaren, a former athlete turned auto mechanic, dreams of getting out of tiny Cut Bank, Montana the coldest town in America. But his effort to do so sets in moton a deadly series of events that change his life and the life of the town forever...",92,Thriller,Kilburn Media,9/10/14,52,4.8,2014,4605455.25385729,0
254191,tt3177316,0.615729,1000000,9318,Honeymoon,Rose Leslie|Harry Treadaway|Ben Huber|Hanna Brown,,Leigh Janiak,After the ceremony comes the ritual.,lake|honeymoon|woods|sleepwalking|woman director,"Young newlyweds Paul (Harry Treadaway) and Bea (Rose Leslie) travel to a remote lake house for their honeymoon, where the promise of private romance awaits them. Paul is woken in the middle of the night by a shaft of light entering the cabin, which sets off his bedside alarm. Returning to bed, he finds it empty and, after an anxious period of search, discovers a naked Bea cold and disoriented in the woods. As she becomes more distant and her behaviour increasingly peculiar, Paul begins to suspect something more sinister than sleepwalking took place in the woods.",87,Horror,Fewlas Entertainment,9/12/14,137,5.3,2014,921091.050771459,8582.72641108846
209276,tt2567712,0.609613,0,54915,Starred Up,Jack O'Connell|Ben Mendelsohn|Rupert Friend|David Ajala|Peter Ferdinando,,David Mackenzie,We're all different on the inside.,,"19-year-old Eric, arrogant and ultra-violent, is prematurely transferred to the same adult prison facility as his estranged father. As his explosive temper quickly finds him enemies in both prison authorities and fellow inmates â€” and his already volatile relationship with his father is pushed past breaking point â€” Eric is approached by a volunteer psychotherapist, who runs an anger management group for prisoners. Torn between gang politics, prison corruption, and a glimmer of something better, Eric finds himself in a fight for his own life, unsure if his own father is there to protect him or join in punishing him.",106,Drama,Sigma Films Ltd.|Quickfire Films|Film4|Lipsync Productions,3/21/14,202,6.9,2014,0,50581.7150531147
253312,tt2369317,0.609054,0,0,Space Station 76,Matt Bomer|Jerry O'Connell|Liv Tyler|Marisa Coughlan|Patrick Wilson,http://www.spacestation76.com,Jack Plotnick,Welcome to the future of your past.,asteroid|future|retro,"A comedic drama about a group of people (and several robots) living on a space station in a 1970â€™s-version of the future. When a new Assistant Captain arrives, she inadvertently ignites tensions among the crew, prompting them to confront their darkest secrets. Barely contained lust, jealousy, and anger all bubble to the surface, becoming just as dangerous as the asteroid thatâ€™s heading right for them.",94,Drama|Comedy|Science Fiction,Rival Pictures|Om Films,9/19/14,55,4.4,2014,0,0
210479,tt2692904,0.602735,2000000,4635300,Locke,Tom Hardy|Ruth Wilson|Andrew Scott|Olivia Colman|Tom Holland,,Steven Knight,No turning back,england|road|cheating husband|construction site|one night,"Ivan Locke has worked hard to craft a good life for himself. Tonight, that life will collapse around him. On the eve of the biggest challenge of his career, Ivan receives a phone call that sets in motion a series of events that will unravel his family, job, and soul.",85,Drama|Thriller,IM Global|Shoebox Films|A24,4/10/14,480,6.8,2014,1842182.10154291,4269533.34764094
246400,tt2920540,0.600919,0,0,"20,000 Days on Earth",Nick Cave|Warren Ellis|Blixa Bargeld|Susie Bick|Arthur Cave,http://www.20000daysonearth.com/,Iain Forsyth|Jane Pollard,,woman director|part fiction|docu fiction,A semi-fictionalized documentary about a day in the life of Australian musician Nick Cave's persona.,97,Music|Documentary|Drama,British Film Institute (BFI)|Film4|Corniche Pictures,7/5/14,46,6.8,2014,0,0
227735,tt2978462,0.599079,36000000,52424533,Dolphin Tale 2,Morgan Freeman|Ashley Judd|Nathan Gamble|Cozi Zuehlsdorff|Harry Connick Jr.,http://www.seewinter.com/,Charles Martin Smith,WINTER's amazing true story... now has HOPE.,dolphin|aquarium|swimming,The team of people who saved Winter's life reassemble in the wake of her surrogate mother's passing in order to find her a companion so she can remain at the Clearwater Marine Hospital.,107,Family|Drama,Alcon Entertainment|Color Force|Boxing Cat Films,9/12/14,63,6.8,2014,33159277.8277725,48287768.187173
206821,tt2064968,0.593558,0,0,The Longest Week,Olivia Wilde|Jason Bateman|Jenny Slate|Billy Crudup|Tony Roberts,,Peter Glanz,She had him at â€œI'm your best friend's girlfriendâ€,hotel|secret|love|money|train,"As he eases into adulthood at the age of forty, Conrad Valmont, the over-educated, under-employed heir to the Valmont Hotel fortune, is cut off from his allowance following his parents abrupt divorce and tossed out into the unforgiving streets of the Upper West Side. Luckily, he is taken in by his old friend Dylan, and returns the favor by immediately falling for Dylanâ€™s girlfriend Beatrice. As Conrad attempts to woo Beatrice while keeping both their relationship and his bank balance secret, Dylan tries to set him up with Jocelyn. Ever committed to the charade that he eventually finds difficult to maintain, Conrad quickly realizes his charm can only extend so far into debt. Now deep into an extensional reflection, will it take losing everything to make Conrad realize what he can truly become?",86,Comedy|Drama,Far Hills Pictures|Atlantic Pictures (II)|Armian pictures,9/5/14,86,5.1,2014,0,0
252830,tt2909476,0.593438,0,0,A Certain Justice,Dolph Lundgren|Cung Le|Vinnie Jones|Gianni Capaldi|Briana Evigan,,Giorgio Serafini|James Coyne,Pain runs deep.,,"After returning home from a traumatic tour of duty in Iraq, John finds himself struggling with PTSD. What little peace he had managed to build around him is shattered one fateful day when he rescues a local call girl from a group of violent Aryan Brotherhood pimps. Having killed several of the high-ranking brotherhood during the rescue, John and his family are now the prime targets of Hollis, the ruthless criminal leader of the group.",96,Action|Drama,Hollywood Media Bridge|Voltage Pictures|Picture Perfect Corp.,3/11/14,11,3.1,2014,0,0
152790,tt1294970,0.59318,0,0,The Angriest Man in Brooklyn,Mila Kunis|Peter Dinklage|Robin Williams|Melissa Leo|James Earl Jones,,Phil Alden Robinson,Everyone has a bad day. Henry has one every day.,black comedy,"After learning that a brain aneurysm will kill him in about 90 minutes, a perpetually unhappy man struggles to come to terms with his fate and make amends with everyone he has ever hurt.",84,Drama|Comedy,Landscape Entertainment|MICA Entertainment|Vedette Finance|Prominent Media Group,5/23/14,112,5.5,2014,0,0
244536,tt3186318,0.593065,0,0,Hellion,Aaron Paul|Juliette Lewis|Josh Wiggins|Deke Garner|Jonny Mars,,Kat Candler,,woman director,"When motocross and heavy metal obsessed, 13-year-old Jacob's delinquent behavior forces CPS to place his little brother Wes with his aunt, Jacob and his emotionally absent father must finally take responsibility for their actions and each other in order to bring Wes home.",98,Thriller|Drama,IFC Films|Silver Sail Entertainment|Across Town Productions|Arts+Labor,6/13/14,26,5.3,2014,0,0
288158,tt2339741,0.590256999999999,1000000,26501323,The Woman in Black 2: Angel of Death,Helen McCrory|Jeremy Irvine|Phoebe Fox|Ned Dennehy|Adrian Rawlins,,Tom Harper,She Never Left,based on novel|haunted house|supernatural|sequel|haunting,"40 years after the first haunting at Eel Marsh House, a group of children evacuated from WWII London arrive, awakening the house's darkest inhabitant.",90,Thriller|Horror|Drama,Vertigo Entertainment|Hammer Film Productions|Alliance Films|Talisman Productions|Exclusive Media Group,12/30/14,270,4.9,2014,921091.050771459,24410131.4489038
244517,tt2920808,0.5847,0,169976,God's Pocket,Philip Seymour Hoffman|Richard Jenkins|Christina Hendricks|John Turturro|Eddie Marsan,,John Slattery,The only thing they can't forgive is not being from ... God's Pocket,,"A boozy lowlife (Philip Seymour Hoffman) tries to bury the truth about his crazy stepson's suspicious death, but a nosy newspaper columnist (Richard Jenkins) and the young man's mother complicate matters.",88,Drama,Cooper's Town Productions|Park Pictures|Shoestring Pictures,5/9/14,37,5.2,2014,0,156563.372445929
203834,tt2300975,0.582629,0,0,Jessabelle,Sarah Snook|Mark Webber|Joelle Carter|David Andrews|Chris Ellis,,Kevin Greutert,The dead are back for life.,supernatural,A young woman recuperating at her father's run-down home after a tragic accident soon encounters a terrifying presence with a connection to her long-deceased mother.,90,Thriller|Horror,Lionsgate|Blumhouse Productions|Principato-Young Entertainment,8/29/14,181,5,2014,0,0
145220,tt2281587,0.574398,50000000,80383113,Muppets Most Wanted,Ricky Gervais|Ty Burrell|Tina Fey|Steve Whitmire|Eric Jacobson,,James Bobin,Taking the world by farce,musical|the muppets,"While on a grand world tour, The Muppets find themselves wrapped into an European jewel-heist caper headed by a Kermit the Frog look-alike and his dastardly sidekick.",112,Comedy|Adventure|Crime|Family,Buena Vista|Disney,3/20/14,222,6.2,2014,46054552.5385729,74040166.0174509
290542,tt1198156,0.571843999999999,0,11486,You're Not You,Hilary Swank|Emmy Rossum|Josh Duhamel|Ali Larter|Marcia Gay Harden,,George C. Wolfe,Life is measured in moments that leave you breathless.,,A drama centered on a classical pianist who has been diagnosed with ALS and the brash college student who becomes her caregiver.,104,Drama,DiNovi Pictures,10/10/14,147,7.3,2014,0,10579.6518091609
263986,tt3450134,0.571571,0,0,The Drownsman,Michelle Mylett|Caroline Palmer|Ry Barrett|Gemma Bird Matheson|Sydney Kondruss,http://www.blackfawnfilms.com/,Chad Archibald,,,"After almost drowning in a lake, Madison finds herself bound to a life of fear. Unable to describe what happened to her during the moments she was underwater, she begins to develop hydrophobia: an abnormal fear of water. Crippled by her post trauma, Madison attempts to shut out the world but her fear intensifies and she is faced with the vision of a dark figure that haunts her day and night. After watching her struggle for one year with the phobia and visions, Madison's four friends attempt an unconventional intervention in which they accidentally open a floodgate to a dark place where none of them are safe. As Madison and her friends dive deeper into the dark history of this figure that haunts them, it reaches out and begins dragging them to a horrifying place that they can never come back from.",88,Horror|Fantasy|Thriller,,8/22/14,18,4.1,2014,0,0
239568,tt2758904,0.561727,20000000,0,Search Party,Adam Pally|T.J. Miller|Thomas Middleditch|Alison Brie|Krysten Ritter,,Scot Armstrong,This is not a vacation. It's a rescue mission.,,Two oafs must rescue their stranded pal in Mexico.,93,Comedy,Universal Studios,10/30/14,42,5.3,2014,18421821.0154291,0
258750,tt3141912,0.560295,0,0,Gun Woman,Asami|Kairi Narita|Noriaki Kamata|Matthew Floyd Miller|Dean Simone,,Kurando Mitsutake,Kill the target before you bleed to death!,gun|thriller|gun battle|gore|woman,"A brilliant doctor on a quest for revenge buys a young woman and trains her to be the ultimate assassin, implanting gun parts in her body that she must later assemble and use to kill her target before she bleeds to death.",86,Thriller|Action,Maxam,2/28/14,19,4.7,2014,0,0
297608,tt3387648,0.56021,0,0,The Taking of Deborah Logan,Jill Larson|Anne Ramsay|Michelle Ang|Ryan Cutrona|Brett Gentile,,Adam Robitel,Evil lives within you,snake|possession|found footage|shaky camera shot|serial murders,"What starts as a poignant medical documentary about Deborah Logan's descent into Alzheimer's disease and her daughter's struggles as caregiver degenerates into a maddening portrayal of dementia at its most frightening, as hair-raising events begin to plague the family and crew and an unspeakable malevolence threatens to tear the very fabric of sanity from them all.",90,Horror|Mystery|Thriller,Bad Hat Harry Productions|Jeff Rice Films|Casadelic Pictures|Guerin-Adler-Scott Pictures,10/21/14,184,5.9,2014,0,0
246403,tt3099498,0.559472,2800000,1826705,Tusk,Michael Parks|Justin Long|Haley Joel Osment|GÃ©nesis RodrÃ­guez|Ralph Garman,,Kevin Smith,Let me tell you a story...,canada|walrus|deception|search|first part,"When his best friend and podcast co-host goes missing in the backwoods of Canada, a young guy joins forces with his friend's girlfriend to search for him.",102,Comedy|Drama|Horror,Phase 4 Films|Demarest Films|SModcast Pictures|A24,9/19/14,206,4.9,2014,2579054.94216008,1682561.62789947
